group name,group sum,group mean,group std per feat,group var
POSITIONAL_ABSOLUTE,-2477.630126953125,-5.843467280549823,11.81479263305664,139.58932495117188
QUALITATIVE,-5120.79345703125,-5.602618661959792,9.168522834777832,84.06181335449219
PARENTAL_COMPOSITION,-1264.697265625,-5.451281317349138,10.374235153198242,107.624755859375
POSITIONAL_RELATIVE,-1202.546875,-4.928470799180328,7.607603549957275,57.875633239746094
COMPOSITIONAL,-3640.8466796875,-4.6797515163078405,8.778108596801758,77.0551986694336
