group name,group sum,group mean,group std per feat,group var
VUV,1697.8956298828125,848.9478149414062,0.0,0.0
NUM_ACCENTED_SYLS_IN_CURRENT_PHRASE_AFTER_CURRENT_SYL,510.478271484375,17.0159423828125,34.37611770629883,1181.7174072265625
NUM_WORDS_FROM_NEXT_CONT_WORD,366.6343078613281,14.101319533128004,42.68959045410156,1822.4012451171875
SYLLABLE_POSITION_IN_WORD_FW,376.21539306640625,12.540513102213541,19.61085319519043,384.5855712890625
SYLLABLE_ACCENT_TYPE,473.86767578125,11.282563709077381,34.521873474121094,1191.759765625
NUM_CONT_WORDS_AFTER_CURRENT_WORD_IN_PHRASE,387.8044128417969,10.205379285310444,12.371479988098145,153.0535125732422
SYLLABLE_LEN_IN_SEGMENTS,899.0555419921875,9.989506022135417,27.900787353515625,778.4539184570312
SEG_POS_IN_SYL,608.6322631835938,9.816649406186995,17.960569381713867,322.5820617675781
UTTERANCE_LEN_IN_PHRASES,137.2809295654297,9.805780683244977,26.80340576171875,718.4225463867188
NUM_CONT_WORDS_BEFORE_CURRENT_WORD_IN_PHRASE,369.505615234375,9.723831979851974,16.93361473083496,286.7472839355469
SYLLABLE_ACCENTED,135.6807861328125,9.691484723772321,16.68242073059082,278.3031921386719
NUM_ACCENTED_SYLS_IN_CURRENT_PHRASE_IN_RELATION_TO_CURRENT_SYL_POSITION,495.62451171875,8.850437709263392,28.82911491394043,831.1178588867188
SYLLABLE_POSITION_IN_WORD,525.417724609375,8.756962076822917,21.650476455688477,468.7431335449219
POSITION_OF_CURRENT_SYL_IN_RELATION_TO_NEXT_STRESSED_SYL,222.872314453125,8.572012094350962,27.039976119995117,731.1602783203125
PHRASE_POSITION_IN_UTTERANCE_FW,111.53976440429688,7.967126028878348,19.046112060546875,362.75439453125
SYLLABLE_POSITION_IN_PHRASE_FW,614.6165771484375,7.495324111566311,25.433025360107422,646.8388061523438
WORD_POSITION_IN_PHRASE_BW,410.01422119140625,7.321682521275112,13.857538223266602,192.03135681152344
POSITION_OF_CURRENT_SYL_IN_RELATION_TO_OTHER_NEIGHBOURING_STRESSED_SYLS,378.416015625,7.277231069711538,20.925432205200195,437.87371826171875
WORD_LEN_IN_SYLS,630.3662109375,7.004069010416667,16.871740341186523,284.6556091308594
WORD_POSITION_IN_PHRASE,708.18603515625,6.438054865056818,12.653660774230957,160.11512756347656
PHRASE_LEN_IN_WORDS,1110.1822509765625,6.380357764233118,14.89670467376709,221.9118194580078
SYLLABLE_STRESS,84.63809967041016,6.04557854788644,18.383960723876953,337.9700012207031
POSITION_OF_CURRENT_SYL_IN_RELATION_TO_PREV_STRESSED_SYL,155.543701171875,5.982450045072115,11.884208679199219,141.23440551757812
SYLLABLE_POSITION_IN_PHRASE,944.1142578125,5.7567942549542686,24.952756881713867,622.6400756835938
WORD_POSITION_IN_PHRASE_FW,298.1717529296875,5.521699128327547,11.196758270263672,125.36739349365234
SYLLABLE_POSITION_IN_WORD_BW,149.20236206054688,4.973412068684896,22.896947860717773,524.2702026367188
NUM_WORDS_FROM_PREV_CONT_WORD,115.37326049804688,4.437433096078726,13.30945873260498,177.14169311523438
UTTERANCE_LEN_IN_SYLS,446.81768798828125,4.061978981711648,20.073070526123047,402.9281311035156
SYLLABLE_POSITION_IN_PHRASE_BW,329.497802734375,4.018265887004573,24.339195251464844,592.3964233398438
QUINTPHONE_SEGMENT_VC,80.2826919555664,4.0141345977783205,11.940494537353516,142.57540893554688
QUINTPHONE_SEGMENTAL_FEATURES,2336.544189453125,2.884622456114969,16.642391204833984,276.9692077636719
QUINTPHONE_SEGMENT_ARTICULATORY_TYPE,2256.2607421875,2.856026255933544,16.74331283569336,280.3385009765625
PHRASE_LEN_IN_SYLS,613.1101684570312,2.452440673828125,13.409459114074707,179.8135986328125
POSITION_OF_CURRENT_SYL_IN_RELATION_TO_PREV_ACCENTED_SYL,166.47947692871094,2.3782782418387276,13.574360847473145,184.2632598876953
POSITION_OF_CURRENT_SYL_IN_RELATION_TO_OTHER_NEIGHBOURING_ACCENTED_SYLS,270.2272033691406,1.930194309779576,15.94937801361084,254.3826446533203
POSITION_OF_CURRENT_SYL_IN_RELATION_TO_NEXT_ACCENTED_SYL,103.74774169921875,1.482110595703125,18.002790451049805,324.1004943847656
NUM_STRESSED_SYLS_IN_CURRENT_PHRASE_AFTER_CURRENT_SYL,14.212890625,0.2842578125,21.562549591064453,464.94354248046875
SYL_VOWEL_TYPE,1.333700180053711,0.039226475883932674,12.009688377380371,144.23260498046875
SYLLABLE_NUCLEUS,1.333700180053711,0.039226475883932674,12.009688377380371,144.23260498046875
NUM_STRESSED_SYLS_IN_CURRENT_PHRASE_IN_RELATION_TO_CURRENT_SYL_POSITION,-50.4887809753418,-0.504887809753418,19.771041870117188,390.8940734863281
UTTERANCE_LEN_IN_WORDS,-27.073442459106445,-0.5414688491821289,13.045171737670898,170.17649841308594
NUM_ACCENTED_SYLS_IN_CURRENT_PHRASE_BEFORE_CURRENT_SYL,-14.853755950927734,-0.5712983058049128,16.15170669555664,260.87762451171875
NUM_STRESSED_SYLS_IN_CURRENT_PHRASE_BEFORE_CURRENT_SYL,-64.70167541503906,-1.2940335083007812,17.765108108520508,315.5990905761719
PHRASE_POSITION_IN_UTTERANCE_BW,-287.2173767089844,-20.515526907784597,41.48114013671875,1720.6849365234375
