group name,group sum,group mean,group std per feat,group var
SYLLABIC_COMPOSITIONAL,1414.6756591796875,15.71861843532986,18.707334518432617,349.96435546875
SEGMENTAL_POSITIONAL_ABSOLUTE,812.8583984375,13.110619329637096,14.652425765991211,214.69357299804688
SYLLABIC_POSITIONAL_ABSOLUTE,2920.36279296875,13.03733389718192,16.930633544921875,286.6463623046875
WORD_POSITIONAL_RELATIVE,671.64404296875,12.916231595552885,30.165353775024414,909.9485473632812
SYLLABIC_QUALITATIVE,1300.549560546875,12.505284236027645,20.447175979614258,418.08697509765625
WORD_PARENTAL_COMPOSITION,932.7061157226562,12.272448891087583,12.181276321411133,148.3834991455078
PHRASAL_POSITIONAL_ABSOLUTE,329.114501953125,11.75408935546875,12.53896427154541,157.22561645507812
WORD_COMPOSITIONAL,1013.7431640625,11.263812934027778,12.269525527954102,150.541259765625
SYLLABIC_PARENTAL_COMPOSITION,1534.4368896484375,9.836133908002804,17.350271224975586,301.0318908691406
WORD_POSITIONAL_ABSOLUTE,1025.9674072265625,9.326976429332387,9.526095390319824,90.74649047851562
UTTERANCE_COMPOSITIONAL,1590.702880859375,9.14197057965158,13.675703048706055,187.02484130859375
SYLLABIC_POSITIONAL_RELATIVE,1661.554443359375,8.653929392496744,12.625073432922363,159.39247131347656
SEGMENTAL_QUALITATIVE,6852.3095703125,8.459641444830247,10.339035987854004,106.89566040039062
PHRASAL_COMPOSITIONAL,3431.46435546875,8.093076310067806,10.166733741760254,103.36247253417969
