group name,group sum,group mean,group std per feat,group var
POSITIONAL_ABSOLUTE,7565.9326171875,17.844180700913917,15.054569244384766,226.6400604248047
PARENTAL_COMPOSITION,3731.83984375,16.085516567887932,15.939788818359375,254.07687377929688
QUALITATIVE,13273.65234375,14.522595562089716,11.695887565612793,136.79379272460938
POSITIONAL_RELATIVE,3535.744873046875,14.49075767642162,17.11600685119629,292.95770263671875
COMPOSITIONAL,11091.4326171875,14.256340124919666,12.590120315551758,158.51113891601562
