group name,group mean,group std per feat,group sum,group var
VUV,876.2679443359375,0.0,876.2679443359375,0.0
SYL_LEN_IN_NO_SEG_EQ_R,37.184417724609375,29.87663459777832,297.475341796875,892.61328125
NUM_ACCENTED_SYLS_AFTER_CURRENT_SYL_IN_CURRENT_PHRASE_EQ,30.525835037231445,41.141510009765625,244.20668029785156,1692.6239013671875
SYL_ACCENT_TYPE_L,28.274383544921875,39.738895416259766,197.92068481445312,1579.179931640625
NUM_WORDS_FROM_NEXT_CONT_WORD_EQ,26.62975856236049,54.354671478271484,186.40830993652344,2954.430419921875
SYL_ACCENTED_R,25.413921356201172,17.969337463378906,50.827842712402344,322.8970947265625
NUM_SYLS_FROM_NEXT_STRESSED_SYL_EQ,23.273712158203125,20.830978393554688,162.91598510742188,433.92962646484375
PHRASE_POSITION_IN_UTTERANCE_FW_LTE_C,22.60833740234375,9.122419357299805,67.82501220703125,83.2185287475586
UTTERANCE_LEN_IN_NO_PHRASES_EQ,20.237037658691406,25.066822052001953,80.94815063476562,628.3455810546875
SYL_POSITION_IN_WORD_FW_LTE,19.012584141322545,8.831438064575195,133.0880889892578,77.99430084228516
SYL_STRESSED_R,18.857873916625977,18.729185104370117,37.71574783325195,350.7823791503906
NUM_SEG_IN_SYL_FW_EQ,18.244789123535156,21.382545471191406,145.95831298828125,457.2132263183594
SYL_LEN_IN_NO_SEG_EQ_L,17.97069549560547,12.985365867614746,143.76556396484375,168.61972045898438
PHRASE_POSITION_IN_UTTERANCE_BW_EQ_C,17.8377742767334,11.171464920043945,71.3510971069336,124.80162048339844
WORD_LEN_IN_NO_SYLS_LTE_L,17.580370221819198,13.458019256591797,123.06259155273438,181.11827087402344
SYL_LEN_IN_NO_SEG_LTE_L,17.240335736955917,11.361725807189941,120.6823501586914,129.08880615234375
WORD_LEN_IN_NO_SYLS_EQ_C,17.124860763549805,16.846599578857422,136.99888610839844,283.80792236328125
SYL_ACCENT_TYPE_C,16.910385131835938,21.111648559570312,118.37269592285156,445.70172119140625
QUINTPHONE_SEGMENT_VC_C,16.880455017089844,4.4301652908325195,33.76091003417969,19.626365661621094
SYL_POSITION_IN_PHRASE_FW_EQ,16.583330426897323,21.44432258605957,348.24993896484375,459.8590087890625
WORD_LEN_IN_NO_SYLS_LTE_R,15.622743879045759,7.471345901489258,109.35920715332031,55.82101058959961
NUM_SEG_IN_SYL_BW_EQ,15.517404556274414,14.349701881408691,124.13923645019531,205.9139404296875
SYL_POSITION_IN_WORD_FW_EQ,15.159327507019043,16.79669189453125,121.27462005615234,282.12884521484375
NUM_CONT_WORDS_BEFORE_CURRENT_WORD_IN_PHRASE_LTE,14.835879855685764,10.323161125183105,133.52291870117188,106.56765747070312
PHRASE_LEN_IN_NO_WORDS_LTE_C,14.382101876395089,10.3699369430542,201.34942626953125,107.53559112548828
NUM_SYLS_FROM_NEXT_ACCENTED_SYL_EQ,13.805711534288195,16.108612060546875,248.5028076171875,259.48736572265625
QUINTPHONE_SEGMENT_VC_RR,13.730569839477539,10.454155921936035,27.461139678955078,109.28936767578125
WORD_POSITION_IN_PHRASE_BW_LTE,13.577566293569712,9.14689826965332,176.50836181640625,83.66574096679688
SYL_POSITION_IN_WORD_BW_EQ,13.456148147583008,19.049718856811523,107.64918518066406,362.8918151855469
NUM_CONT_WORDS_AFTER_CURRENT_WORD_IN_PHRASE_LTE,12.625360276963976,12.42856502532959,113.62824249267578,154.46922302246094
SYL_POSITION_IN_PHRASE_BW_EQ,12.023445492699032,20.57500457763672,252.4923553466797,423.330810546875
NUM_CONT_WORDS_BEFORE_CURRENT_WORD_IN_PHRASE_EQ,11.843767547607422,14.432135581970215,118.43767547607422,208.28652954101562
PHRASE_LEN_IN_NO_WORDS_EQ_R,11.509637832641602,11.495945930480957,184.15420532226562,132.15676879882812
PHRASE_LEN_IN_NO_SYLS_EQ_L,11.170705886114211,14.56575870513916,234.58482360839844,212.16131591796875
QUINTPHONE_SEGMENT_ARTICULATORY_TYPE_RR,10.98928317775974,10.236457824707031,846.1748046875,104.78506469726562
SYL_POSITION_IN_PHRASE_FW_LTE,10.881719970703125,13.297497749328613,217.6343994140625,176.8234405517578
SYL_POSITION_IN_PHRASE_BW_LTE,10.762710571289062,12.830492973327637,215.25421142578125,164.62155151367188
UTTERANCE_LEN_IN_NO_SYLS_EQ,10.270372663225446,12.689714431762695,287.5704345703125,161.0288543701172
NUM_SYLS_FROM_PREV_STRESSED_SYL_LTE,10.233022054036459,9.603111267089844,61.39813232421875,92.2197494506836
NUM_SEG_IN_SYL_FW_LTE,10.140141078404017,7.490382671356201,70.98098754882812,56.1058349609375
NUM_CONT_WORDS_AFTER_CURRENT_WORD_IN_PHRASE_EQ,10.07642822265625,10.469249725341797,100.7642822265625,109.60518646240234
PHRASE_LEN_IN_NO_WORDS_EQ_L,10.047737121582031,13.082889556884766,140.66831970214844,171.16200256347656
NUM_WORDS_FROM_PREV_CONT_WORD_LTE,10.008236567179361,8.119478225708008,60.04941940307617,65.9259262084961
NUM_STRESSED_SYLS_AFTER_CURRENT_SYL_IN_CURRENT_PHRASE_LTE,9.996894200642904,7.759511947631836,119.96273040771484,60.21002197265625
UTTERANCE_LEN_IN_NO_SYLS_LTE,9.895522506148726,15.633767127990723,267.1791076660156,244.41468811035156
QUINTPHONE_SEGMENT_ARTICULATORY_TYPE_LL,9.830320739746094,12.35600757598877,786.4256591796875,152.67092895507812
WORD_LEN_IN_NO_SYLS_EQ_R,9.66085433959961,9.8292875289917,77.28683471679688,96.61489868164062
